Date,Mkt-RF,SMB,HML,RMW,CMA,RF,ADS_Index,SP500,T10Y3M,DGS10,OBMMIJUMBO30YF,DEXUSEU,DEXJPUS,DEXUSUK,CBBTCUSD,CBETHUSD,T10YIE,DCOILBRENTEU,VIXCLS,DAAA,DBAA,AMERIBOR,T5YIE,BAMLH0A0HYM2,BAMLH0A0HYM2EY,DGS1,DCOILWTICO,DHHNGSP,EMVELECTGOVRN_interp,ECIWAG_interp,RSI,Volatility,SMA20,SMA50,OBV,Kalman,log_return
2019-03-14,-0.1,-0.38,0.31,-0.15,-0.1,0.009,-0.367425,2808.48,0.18,2.63,4.491,1.1304,111.71,1.3281,3853.95,131.4,1.94,66.18,13.5,3.84,4.9,2.5189,1.85,3.95,6.45,2.52,58.59,2.95,1.3178079781414578,,59.85334051417753,17.461010801979683,166.29599838256837,157.70039947509767,212812500,170.87324721195012,-0.0186300842104861
2019-03-15,0.48,-0.24,-0.25,-0.03,-0.19,0.009,-0.363209,2822.48,0.14,2.59,4.538,1.1326,111.57,1.3278,3902.8,135.99,1.94,66.11,12.88,3.82,4.87,2.51513,1.86,3.95,6.42,2.52,58.51,2.95,1.2991097019646851,,51.45429486337721,17.332021531938892,166.3974983215332,158.3063995361328,175677100,167.20532188379602,-0.0249306531937116
2019-03-18,0.46,0.23,0.45,-0.08,-0.07,0.009,-0.358272,2832.94,0.16,2.6,4.392,1.1337,111.41,1.3223,3970.5,137.01,1.96,66.65,13.1,3.82,4.87,2.52498,1.88,3.95,6.43,2.52,59.09,2.9,1.2396099286472195,,42.92401206682143,17.781729880780176,166.29599838256837,158.8809994506836,138152900,162.1566025747431,-0.0337602566111665
2019-03-19,-0.09,-0.47,-0.91,0.01,-0.05,0.009,-0.358962,2832.57,0.15,2.61,4.353,1.1346,111.38,1.3263,4000.85,138.15,1.95,67.13,13.56,3.82,4.88,2.51939,1.85,3.91,6.4,2.5,59.12,2.92,1.2212881292668851,,44.88833960963225,17.922017578452596,166.25999908447267,159.35339965820313,163764400,161.71689748629063,0.0068315138019721
2019-03-20,-0.39,-0.23,-1.04,-0.17,-0.23,0.009,-0.360791,2824.23,0.06,2.54,4.402,1.1352,111.41,1.3191,4031.85,138.73,1.96,68.35,13.91,3.78,4.83,2.51995,1.88,3.97,6.38,2.47,60.12,2.86,1.2041190250808091,,51.245655554626346,17.619672060508663,166.40399932861328,159.9011996459961,183975900,164.5076943639394,0.0236700754568241
2019-03-21,1.11,0.17,-1.22,0.31,-0.34,0.009,-0.36376,2854.88,0.05,2.54,4.337,1.1361,110.86,1.3073,3972.76,134.41,1.96,68.3,13.63,3.75,4.82,2.51797,1.86,3.92,6.33,2.48,59.98,2.86,1.1881026160889907,,52.22710002232071,16.63361345489062,166.70599975585938,160.37219970703126,200198900,165.6862780522397,0.0038610049255467
2019-03-22,-2.17,-1.57,-0.07,0.56,0.6,0.009,-0.367869,2800.71,-0.02,2.44,4.301,1.1282,109.76,1.3219,3983.78,135.63,1.9,66.29,16.48,3.67,4.74,2.51689,1.8,4.03,6.37,2.45,58.87,2.75,1.1732389022914298,,49.32018175327685,16.197539544080712,166.8284996032715,160.7743997192383,183809700,164.67712068221215,-0.010532180783356
2019-03-25,-0.05,0.6,-0.26,0.2,0.04,0.009,-0.387294,2798.36,-0.03,2.43,4.349,1.1324,110.09,1.3203,3907.53,133.01,1.88,67.37,16.33,3.67,4.71,2.52182,1.77,4.13,6.41,2.41,58.71,2.72,1.135563932064294,,52.51028313779727,16.08038336351234,166.91199951171876,161.21619964599608,196440900,165.8861115329488,0.0117957815060685
2019-03-26,0.76,0.23,0.47,0.05,0.19,0.009,-0.396453,2818.46,-0.05,2.41,4.215,1.128,110.5,1.3215,3921.45,133.28,1.86,67.51,14.68,3.64,4.71,2.51633,1.75,4.09,6.37,2.44,59.87,2.74,1.1253109990437646,,54.69925482404417,15.88568185795441,167.0894989013672,161.69379943847656,211878800,167.23078431350282,0.0083241457275637
2019-03-27,-0.5,0.16,0.49,0.76,0.09,0.009,-0.406998,2805.37,-0.05,2.39,4.214,1.125,110.38,1.3192,4026.53,139.08,1.84,67.35,15.15,3.62,4.67,2.51488,1.74,4.09,6.33,2.4,59.39,2.69,1.1162107612174927,,51.378261291723,15.444053576676763,167.24249877929688,162.10339935302736,201258500,166.21075230097605,-0.0108530378725725
2019-03-28,0.4,0.35,0.02,-0.13,-0.08,0.009,-0.418932,2815.44,-0.04,2.39,4.244,1.1236,110.54,1.3088,4011.17,137.46,1.83,66.08,14.43,3.61,4.66,2.51578,1.72,4.08,6.34,2.4,59.29,2.69,1.1082632185854786,,50.7911498171394,14.604641739436149,167.44749908447267,162.43539947509765,190815500,165.71546222351174,-0.001931037153054
2019-03-29,0.66,-0.28,-0.92,0.21,-0.17,0.009,-0.432262,2834.4,0.01,2.41,4.228,1.1228,110.68,1.3032,4091.01,142.83,1.88,67.93,13.71,3.62,4.67,2.51294,1.78,3.99,6.29,2.4,60.19,2.73,1.1014683711477222,,52.85795561093204,13.842479129603191,167.66799926757812,162.81839965820313,204271000,166.44596642095752,0.0068625321740732
2019-04-01,1.19,-0.19,0.99,-0.07,-0.32,0.01,-0.480695,2867.19,0.06,2.49,4.285,1.121,111.29,1.3144,4137.0,141.0,1.9,69.08,13.4,3.68,4.73,2.51972,1.82,3.94,6.31,2.41,61.59,2.73,1.088,136.8,56.33985755329904,13.868108827452772,167.7344993591309,163.22639953613282,214652500,168.135561915446,0.0119861568606883
2019-04-02,-0.05,-0.18,-0.45,-0.39,-0.5,0.01,-0.497589,2867.24,0.06,2.48,4.324,1.1186,111.32,1.3035,4901.93,164.69,1.9,69.68,13.36,3.66,4.72,2.51234,1.81,3.95,6.3,2.41,62.53,2.76,1.0858159333392747,136.8127870206264,64.14395982289774,14.679152983278868,167.88149948120116,163.709599609375,238599000,172.68139303175033,0.0320820754376289
2019-04-03,0.27,0.23,-0.4,0.13,-0.4,0.01,-0.513816,2873.4,0.08,2.52,4.266,1.1242,111.48,1.3181,4975.97,161.33,1.91,69.21,13.74,3.69,4.75,2.50951,1.81,3.9,6.28,2.41,62.46,2.74,1.0847845618728074,136.82555850550744,62.69570842333637,14.963674854713643,167.93299942016603,164.22899932861327,211207900,173.32498995903725,-0.0037959652220792
2019-04-04,0.19,0.35,0.93,0.64,0.22,0.01,-0.529382,2879.39,0.07,2.51,4.395,1.1216,111.55,1.3072,4906.49,157.65,1.9,69.8,13.58,3.7,4.73,2.507,1.81,3.9,6.28,2.41,62.12,2.66,1.0849058856005978,136.8383144546432,65.81868613655786,16.528343589627013,168.27749938964843,164.86339935302735,229055600,175.3451418542416,0.0141895675406319
2019-04-05,0.52,0.49,-0.07,-0.28,0.1,0.01,-0.544293,2892.74,0.06,2.5,4.357,1.1217,111.71,1.301,5040.66,166.08,1.9,69.93,12.82,3.67,4.72,2.49192,1.79,3.86,6.23,2.43,63.1,2.62,1.0861799045226457,136.8510548680337,65.10860944155252,17.737006957348058,168.5834991455078,165.46119934082031,219461500,175.6261321465085,-0.0017058231638095
2019-04-08,0.08,-0.31,0.1,0.27,-0.03,0.01,-0.584815,2895.77,0.09,2.52,4.336,1.1262,111.47,1.3048,5285.54,180.74,1.91,71.12,13.18,3.69,4.73,2.5020800000000003,1.81,3.84,6.23,2.43,64.37,2.72,1.096918132454337,136.8891828937333,63.1757630272781,18.351349482701096,168.72649841308595,165.9795993041992,212164100,175.10431396390683,-0.0045059740216967
2019-04-09,-0.65,-0.6,-0.14,0.12,-0.03,0.01,-0.596481,2878.2,0.09,2.51,4.303,1.1278,111.08,1.3048,5187.21,175.83,1.91,71.02,14.28,3.67,4.7,2.49779,1.8,3.86,6.23,2.42,64.05,2.71,1.1028029321534158,136.9018611641426,66.74233468051992,19.749416898811944,169.0094985961914,166.58179931640626,231915100,176.9600612643357,0.0150353698825874
2019-04-10,0.48,0.95,-0.1,0.09,-0.11,0.01,-0.607179,2888.21,0.05,2.48,4.368,1.1266,110.92,1.31,5318.58,177.55,1.94,71.63,13.3,3.65,4.69,2.49393,1.83,3.86,6.21,2.41,64.62,2.72,1.1098404270467528,136.91452389880655,67.05356657417161,20.88387585691396,169.23199920654298,167.2543994140625,243616600,177.60466699202823,0.0013506219666058
2019-04-11,0.0,-0.27,0.41,0.04,0.11,0.01,-0.616911,2888.32,0.08,2.51,4.426,1.1262,111.48,1.3068,5041.3,164.92,1.94,71.3,13.02,3.68,4.71,2.47825,1.82,3.79,6.17,2.44,63.61,2.72,1.1180306171343473,136.92717109772522,66.19189786622721,22.092929644299037,169.5989990234375,167.79619934082032,235545600,177.5337015802928,-0.0017449294708879
2019-04-12,0.65,-0.36,0.65,0.53,-0.25,0.01,-0.625683,2907.41,0.12,2.56,4.449,1.1304,112.0,1.3086,5078.19,164.27,1.95,71.57,12.01,3.71,4.71,2.48483,1.86,3.68,6.11,2.44,63.86,2.75,1.1273735024162002,136.9398027608986,68.43249618380217,23.301281379385443,170.25499954223633,168.0443994140625,247875400,178.70778553053205,0.0089174287344276
2019-04-15,-0.09,-0.26,-0.54,0.36,0.08,0.01,-0.645187,2905.58,0.12,2.55,4.507,1.1304,112.0,1.3105,5029.99,160.24,1.94,70.9,12.32,3.68,4.7,2.49745,1.85,3.68,6.1,2.43,63.43,2.75,1.1623183294273045,136.97760453594694,69.19304899105984,22.852803122827936,171.2139991760254,168.32319915771484,258710200,179.41405414167644,0.0030661364395659
2019-04-16,0.13,0.24,0.7,-0.09,-0.13,0.01,-0.647994,2907.06,0.17,2.6,4.426,1.1293,111.95,1.3049,5202.9,166.38,1.96,70.74,12.18,3.73,4.72,2.50197,1.86,3.64,6.09,2.45,64.01,2.66,1.176271995486188,136.9901740561391,66.7373035662141,21.971918065475396,172.07899856567383,168.5155990600586,247495000,179.00623372159558,-0.004351221877999
2019-04-17,-0.32,-0.53,0.84,1.13,-0.27,0.01,-0.648776,2900.45,0.15,2.59,4.415,1.1297,112.0,1.3036,5227.0,166.54,1.94,71.14,12.6,3.72,4.72,2.5092,1.84,3.67,6.12,2.44,63.74,2.55,1.190204488251861,137.00272804058596,66.44428569404863,21.82449703530682,172.74599838256836,168.66799896240235,237521300,178.83665059724268,-0.0005032648753023
2019-04-18,0.11,-0.28,-0.51,0.15,-0.21,0.01,-0.647535,2905.03,0.15,2.57,4.402,1.1241,111.94,1.3003,5280.49,174.15,1.95,70.71,12.09,3.69,4.69,2.51565,1.86,3.73,6.14,2.44,64.02,2.54,1.2029419392368554,137.01526648928757,64.74349281043706,21.431444051103824,173.35599822998046,168.823798828125,225865700,178.41939076326295,-0.002800651600501
2019-04-22,0.11,-0.48,-0.55,-0.52,-0.16,0.01,-0.62331,2907.97,0.15,2.59,4.404,1.1258,111.94,1.2983,5387.6,171.58,1.95,70.71,12.42,3.75,4.73,2.52338,1.87,3.73,6.17,2.46,65.66,2.61,1.2419413253700429,137.06526492664094,69.97451014861048,20.853312757059257,174.21099853515625,169.12499877929687,239255600,180.6836067178438,0.0175696927638664
2019-04-23,0.97,0.66,-0.49,-0.11,-0.44,0.01,-0.613927,2933.68,0.12,2.57,4.344,1.1213,111.86,1.2943,5532.75,170.14,1.95,74.39,12.28,3.73,4.71,2.52743,1.87,3.72,6.13,2.43,66.24,2.53,1.2487035674516422,137.077725696616,73.15126026482133,21.11121489804748,175.08549880981445,169.45399871826172,259210400,183.0046267807368,0.0128143494354316
2019-04-24,-0.23,0.31,-0.08,0.61,0.03,0.01,-0.603505,2927.25,0.09,2.53,4.363,1.1192,111.81,1.2947,5441.9,165.75,1.96,73.59,13.14,3.69,4.67,2.53737,1.87,3.73,6.1,2.42,65.96,2.53,1.254270767752563,137.09017093084577,69.11292937180899,20.925195987273185,175.83049926757812,169.78979888916015,221920500,182.68633277666464,-0.0065509402648261
2019-04-25,-0.14,-0.79,-0.19,-0.64,-0.23,0.01,-0.592042,2926.17,0.11,2.54,4.341,1.114,111.59,1.2901,5134.81,152.05,1.98,74.94,13.25,3.69,4.68,2.54097,1.86,3.75,6.13,2.42,65.23,2.54,1.2586429262728052,137.10260062933028,79.80077692803084,23.906398171524927,177.19999923706055,170.3541989135742,276069300,190.6122286344568,0.0568479609817482
2019-04-26,0.53,0.48,0.06,-0.08,-0.19,0.01,-0.579533,2939.88,0.09,2.51,4.302,1.1154,111.6,1.293,5159.51,153.41,1.97,71.03,12.73,3.69,4.64,2.53545,1.86,3.76,6.11,2.41,63.29,2.58,1.261820043012368,137.11501479206947,75.15905479770457,24.482361377420546,178.49699935913085,170.90259887695314,253994300,191.27020012494265,-0.00920078752496
2019-04-29,0.18,0.16,0.64,-0.38,-0.15,0.01,-0.535706,2943.03,0.1,2.54,4.374,1.1166,111.8,1.2924,5148.25,152.36,1.96,71.22,13.11,3.71,4.67,2.54666,1.86,3.73,6.1,2.42,63.39,2.58,1.2641811425469838,137.15216406581524,77.74974849023639,25.85360357794792,179.9014991760254,171.51919891357423,273635600,193.901105040016,0.0170350936434636
2019-04-30,-0.04,-0.68,0.28,0.1,0.7,0.01,-0.51902,2945.83,0.08,2.51,4.453,1.1201,111.4,1.303,5270.69,160.4,1.95,72.19,13.12,3.71,4.65,2.54536,1.85,3.73,6.08,2.39,63.83,2.59,1.262578092163831,137.16451608557324,74.25170906452206,26.25630952825128,181.1364990234375,172.13719879150392,250140900,193.5254778601264,-0.0071101588057991
2019-05-01,-0.83,-0.07,-0.03,0.34,-0.06,0.009,-0.50129,2923.73,0.09,2.52,4.391,1.1246,111.18,1.3091,5321.15,158.3,1.93,72.01,14.8,3.68,4.63,2.54575,1.83,3.71,6.08,2.39,63.55,2.59,1.25978,137.17685256958595,73.29951198860388,27.383996268035617,182.07799911499023,172.7519989013672,234144300,193.15407241000088,-0.0019149405442873
2019-05-02,-0.16,0.46,-0.28,0.0,0.05,0.009,-0.483836,2917.52,0.08,2.55,4.384,1.1184,111.39,1.3032,5390.01,158.7,1.89,70.56,14.42,3.76,4.67,2.52816,1.78,3.74,6.15,2.41,61.75,2.63,1.2557868660554892,137.18917351785333,71.95659342013657,27.650241265164823,183.02749938964843,173.35139892578124,220934800,192.68627395656256,-0.0025936315149628
2019-05-03,1.13,0.93,-0.27,-0.01,-0.34,0.009,-0.46665,2945.64,0.11,2.54,4.451,1.1186,111.28,1.3139,5657.4,164.74,1.91,71.95,12.87,3.73,4.65,2.52193,1.8,3.72,6.11,2.41,61.98,2.59,1.2505986903303,137.20147893037543,74.87181810563057,28.878580954906223,183.9999992370605,174.05999908447265,235510200,194.7729240646437,0.0151549418089772
2019-05-06,-0.39,0.58,-0.41,0.02,0.06,0.009,-0.417252,2932.47,0.07,2.51,4.257,1.1197,110.86,1.3093,5687.9,171.07,1.91,71.95,15.44,3.72,4.65,2.51515,1.81,3.82,6.18,2.39,62.3,2.54,1.2278639124706587,137.23830195346994,70.5975291171888,29.052124262713164,184.907999420166,174.69979919433592,221515300,194.1036020619902,-0.0081674850480048
2019-05-07,-1.69,-0.27,0.51,0.03,0.32,0.009,-0.402305,2884.05,0.02,2.45,4.304,1.1178,110.34,1.3052,5748.45,166.51,1.87,70.98,19.32,3.7,4.62,2.50824,1.76,3.89,6.21,2.37,61.41,2.54,1.217895569622754,137.25054522301082,60.91670456342115,27.829474743206102,185.65,175.2027993774414,205262300,190.85518674042208,-0.0214266010821123
2019-05-08,-0.22,-0.21,-0.32,-0.01,0.18,0.009,-0.388209,2879.42,0.06,2.49,4.264,1.1206,110.12,1.3014,5948.41,169.58,1.87,71.09,19.4,3.7,4.66,2.50493,1.75,3.87,6.22,2.37,62.13,2.64,1.20673218499417,137.26277295680643,60.4173877737218,26.99562465500708,186.2479995727539,175.7109991455078,192756600,189.86933277444905,-0.0012127864596305
2019-05-09,-0.28,0.06,0.12,-0.35,0.01,0.009,-0.37496,2870.72,0.02,2.45,4.253,1.1228,109.55,1.3013,6153.09,170.11,1.85,70.61,19.1,3.73,4.66,2.49747,1.73,3.99,6.31,2.36,61.58,2.62,1.1943737585849072,137.27498515485675,58.421934716701074,25.92032069361221,186.7894989013672,176.2277990722656,179789600,188.95533030219968,-0.0047066345634755
2019-05-10,0.35,-0.33,0.08,-0.1,0.26,0.009,-0.362552,2881.4,0.04,2.47,4.29,1.1241,109.56,1.3036,6343.14,172.21,1.88,71.63,16.04,3.72,4.67,2.494633,1.75,4.01,6.32,2.36,61.65,2.64,1.1808202903949656,137.28718181716175,57.70700824361706,24.499129365496003,187.33099899291992,176.7655990600586,167211100,188.4940830026989,-0.0016445934188945
2019-05-13,-2.67,-0.68,0.29,0.23,0.83,0.009,-0.329614,2811.87,-0.01,2.4,4.242,1.1232,109.18,1.2961,7824.93,196.51,1.85,72.35,20.55,3.71,4.65,2.49534771,1.73,4.2,6.46,2.32,60.97,2.71,1.132989635141067,137.32367858960495,44.76597369976201,23.92902841090188,187.4529983520508,177.1507989501953,150377800,183.2813769141381,-0.0367728425221495
2019-05-14,0.93,0.34,-0.02,-0.55,0.0,0.009,-0.319098,2834.41,0.01,2.42,4.327,1.1207,109.68,1.2921,7990.92,217.44,1.86,72.53,18.06,3.71,4.66,2.48531947,1.75,4.13,6.39,2.32,61.82,2.7,1.11465599982841,137.3358131089288,43.51418626131691,23.66434560971476,187.50699844360352,177.41799896240235,132749700,181.3688907674693,-0.0044717969081009
2019-05-15,0.58,-0.1,-0.96,0.13,-0.29,0.009,-0.308688,2850.96,-0.05,2.37,4.178,1.1208,109.58,1.2878,8203.32,249.0,1.83,73.09,16.44,3.69,4.63,2.48353204,1.74,4.17,6.39,2.3,62.03,2.69,1.0951273227350742,137.34793209250728,53.16132571267544,22.34629074838233,187.8769989013672,177.71819915771485,149496600,185.04270937629985,0.0301930757743092
2019-05-16,0.91,-0.45,-0.32,-0.14,-0.23,0.009,-0.29838,2876.32,0.0,2.4,4.28,1.1178,109.89,1.2803,7878.96,264.5,1.84,74.7,15.29,3.68,4.64,2.48507069,1.75,4.06,6.32,2.33,62.93,2.62,1.0744036038610592,137.36003554034048,54.25480886186905,20.76260144273272,188.28749923706056,178.00779937744142,162449700,186.50238026614008,0.0038579118838128
2019-05-17,-0.73,-0.76,0.29,0.06,0.32,0.009,-0.28817,2859.53,0.0,2.39,4.226,1.1166,109.9,1.2723,7363.69,244.59,1.81,73.94,15.96,3.68,4.63,2.48581721,1.71,4.07,6.32,2.33,62.77,2.61,1.0524848432063654,137.37212345242838,51.23149449304072,18.87152497034617,188.6384994506836,178.33119934082032,151964300,185.60109206285068,-0.0090790191050531
2019-05-20,-0.65,-0.11,0.72,0.06,0.42,0.009,-0.257894,2840.23,0.02,2.41,4.249,1.117,109.96,1.2718,7999.54,252.22,1.81,73.21,16.31,3.7,4.65,2.49489394,1.71,4.06,6.34,2.34,63.12,2.7,0.9795583105582104,137.40829397422033,46.93187211603105,18.51045997580735,188.70249938964844,178.59359924316405,141612300,183.4414593306496,-0.014021216612219
2019-05-21,0.9,0.44,-0.34,-0.13,-0.18,0.009,-0.247652,2864.36,0.04,2.43,4.285,1.1158,110.6,1.2747,7951.7,254.74,1.83,72.94,14.95,3.7,4.66,2.49239396,1.72,3.99,6.29,2.36,63.02,2.73,0.9528593827808012,137.42031974332707,50.56837084153926,18.31032631354219,188.7544998168945,178.84859924316407,149115100,184.47480313441628,0.0114274849404469
2019-05-22,-0.4,-0.65,-0.6,-0.15,0.2,0.009,-0.237297,2856.27,0.01,2.39,4.294,1.1156,110.28,1.2674,7626.48,243.32,1.79,71.94,14.75,3.68,4.65,2.48627024,1.68,4.03,6.29,2.37,61.42,2.73,0.9249654132227124,137.4323299766885,51.42191152230582,17.717358582711427,188.89150009155276,179.11659942626954,158328900,185.1083585249608,0.0027016819816328
2019-05-23,-1.37,-0.72,-0.28,0.31,0.28,0.009,-0.226824,2822.24,-0.06,2.31,4.27,1.1172,109.58,1.2666,7881.98,245.64,1.73,68.37,16.92,3.64,4.59,2.49069149,1.62,4.22,6.37,2.32,57.65,2.56,0.8958764018839454,137.4443246743046,44.12008482771204,18.54650777454566,188.27200012207032,179.26659942626952,145560100,181.9313298063634,-0.0243055858972867
2019-05-24,0.23,0.51,0.3,-0.49,-0.03,0.009,-0.21623,2826.06,-0.03,2.32,4.193,1.1197,109.38,1.27,7994.88,249.45,1.76,67.98,15.85,3.64,4.63,2.48838358,1.62,4.16,6.35,2.33,58.4,2.6,0.8655923487644993,137.45630383617538,44.48257420769895,19.311848330401688,187.7504997253418,179.4843994140625,154367800,181.27818912250248,0.0010499403901624
2019-05-28,-0.78,0.21,-0.63,0.01,-0.26,0.009,-0.173309,2802.39,-0.11,2.26,4.149,1.1177,109.49,1.2668,8686.5,270.52,1.73,70.19,17.5,3.61,4.58,2.49008357,1.58,4.19,6.33,2.31,58.91,2.65,0.7325057184799257,137.5040651262057,50.40849327332721,18.39840230785956,187.22699966430665,179.8509994506836,169211100,183.550798038737,0.0177906547540042
2019-05-29,-0.71,-0.24,0.42,-0.19,0.01,0.009,-0.162802,2783.02,-0.12,2.25,4.106,1.1136,109.24,1.2631,8660.5,269.23,1.75,70.64,17.9,3.59,4.58,2.48636364,1.59,4.36,6.45,2.3,58.84,2.69,0.6962464564570852,137.51596660935002,46.89236496649302,17.98018458557476,186.66650009155276,180.28539947509765,156413400,182.5307612280823,-0.0115689973394117
2019-05-30,0.14,-0.38,-0.77,0.27,-0.04,0.009,-0.152402,2788.86,-0.16,2.22,4.235,1.114,109.67,1.2619,8273.57,253.76,1.74,69.55,17.3,3.55,4.55,2.48196721,1.59,4.33,6.42,2.29,56.47,2.69,0.6587921526535656,137.52785255674905,48.39183868152819,17.25026818169067,186.16549987792968,180.71419921875,164994900,182.88998901084287,0.0044906541636164
2019-05-31,-1.37,-0.23,-0.09,0.03,0.4,0.009,-0.142103,2752.06,-0.21,2.14,4.147,1.1149,108.66,1.262,8550.18,267.84,1.74,66.78,18.71,3.51,4.51,2.48514321,1.58,4.59,6.6,2.21,53.49,2.59,0.6201428070693671,137.53972296840277,40.14484042250816,17.792793254222772,185.4125,180.95479919433595,149768400,178.8272281743983,-0.0307391787167039
2019-06-03,-0.4,0.58,1.66,0.27,1.39,0.009,-0.114311,2744.45,-0.28,2.07,4.026,1.1206,108.39,1.2621,8015.01,246.0,1.73,63.16,18.86,3.5,4.49,2.45833333,1.56,4.7,6.63,2.11,53.25,2.5,0.5094651782544232,137.57524098889215,27.853809942884368,23.624107293906945,183.84649963378905,180.91619903564447,93708800,167.82534128452153,-0.078020980659786
2019-06-04,2.33,0.49,-0.02,0.29,-0.47,0.009,-0.106815,2803.27,-0.23,2.12,4.053,1.1236,108.3,1.2675,7688.26,241.47,1.74,63.56,16.97,3.52,4.54,2.45979757,1.59,4.53,6.49,2.11,53.5,2.45,0.477978697824365,137.5870492575647,33.378392704092136,25.75833296790705,182.52749938964843,180.97939910888672,139753100,167.58146917993167,0.0202027445000703
2019-06-05,0.7,-1.06,-0.98,0.06,-0.2,0.009,-0.100181,2826.15,-0.23,2.12,4.093,1.1242,108.2,1.2706,7766.91,245.73,1.75,62.14,16.09,3.54,4.57,2.4333945,1.59,4.48,6.43,2.04,51.57,2.45,0.4492781863725799,137.59884199049196,34.459352424926095,27.7087798034961,181.44749908447267,181.01699920654295,159511400,168.02262377663146,0.00399201038142
2019-06-06,0.55,-1.08,0.02,0.06,-0.07,0.009,-0.0944071,2843.49,-0.21,2.12,4.01,1.1294,108.08,1.2713,7812.15,250.22,1.73,62.77,15.93,3.53,4.56,2.44244898,1.58,4.42,6.39,2.02,52.59,2.4,0.4233636438990677,137.61061918767385,34.73170885792862,28.897165018895464,180.3869995117188,181.0299993896484,171957800,168.25303084946012,0.000950987662217
2019-06-07,1.04,-0.14,-1.21,0.35,-0.65,0.009,-0.0894907,2873.34,-0.19,2.09,4.063,1.1324,108.15,1.274,7992.17,249.31,1.74,64.1,16.3,3.48,4.51,2.44391892,1.61,4.37,6.3,1.97,53.95,2.43,0.4002350704038285,137.62238084911047,42.76749729685032,28.47237821275587,179.62200012207032,181.179599609375,188875100,172.07366518449982,0.0293863580314781
2019-06-10,0.53,0.01,0.09,0.39,-0.36,0.009,-0.0804029,2886.73,-0.14,2.15,4.077,1.1311,108.56,1.2684,8046.13,248.39,1.73,64.31,15.94,3.49,4.54,2.42913978,1.6,4.23,6.21,2.03,53.33,2.42,0.3475651637877494,137.6575726189486,44.90656435806504,27.586396256529667,178.9460006713867,181.3649996948242,203643000,174.1322918310443,0.0084442077078758
2019-06-11,-0.12,-0.21,0.55,0.47,0.18,0.009,-0.0799684,2885.72,-0.12,2.15,4.116,1.1316,108.52,1.2724,7918.2,245.47,1.72,63.56,15.99,3.49,4.53,2.42954597,1.57,4.2,6.18,2.05,53.3,2.41,0.3355804662056024,137.66927213740402,49.44672892426889,27.49046098646619,178.77400131225585,181.5931997680664,218909600,177.1064450543642,0.0185883095176637
2019-06-12,-0.2,0.29,-0.99,0.06,0.1,0.009,-0.0809194,2879.84,-0.11,2.13,4.069,1.131,108.42,1.2693,8169.01,263.29,1.71,61.66,15.91,3.51,4.54,2.43234967,1.53,4.22,6.19,2.02,51.13,2.43,0.3263817376017285,137.68095612011416,45.66581171646059,27.613835690941528,178.48950119018554,181.71999969482425,201209800,175.55745645154013,-0.0173307436883487
2019-06-13,0.52,0.68,-0.04,-0.13,-0.06,0.009,-0.0832564,2891.64,-0.09,2.1,4.132,1.1275,108.44,1.2678,8256.0,256.35,1.68,63.28,15.82,3.48,4.52,2.42219756,1.51,4.24,6.15,2.0,52.38,2.43,0.3199689779761276,137.692624567079,49.00078400832817,26.68012070807515,178.04950103759765,181.78539978027345,213463400,176.9910781287399,0.0137871065474092
2019-06-14,-0.27,-0.74,0.31,0.25,0.14,0.009,-0.0869803,2886.98,-0.11,2.09,4.217,1.1217,108.44,1.2601,8693.98,263.67,1.63,63.13,15.28,3.49,4.51,2.42373004,1.48,4.23,6.15,2.0,52.47,2.37,0.3163421873287996,137.70427747829856,53.84680390399739,25.59708318867507,177.7665008544922,181.94119995117188,230237100,180.24348569359736,0.021516998339011
2019-06-17,0.15,0.49,-1.12,-0.67,-0.43,0.009,-0.105337,2889.67,-0.14,2.09,4.03,1.1235,108.56,1.2568,9346.47,274.16,1.61,62.56,15.35,3.45,4.5,2.41837931,1.45,4.23,6.15,2.03,51.94,2.46,0.3221776292564542,137.7391429974854,61.65407152880773,26.653144310331413,177.9520004272461,182.20099975585936,259697000,186.81476040081463,0.0414813088861942
2019-06-18,1.04,0.19,0.33,-0.25,-0.19,0.009,-0.11232,2917.75,-0.16,2.06,4.075,1.1196,108.39,1.2547,9089.99,264.48,1.64,63.35,15.15,3.4,4.46,2.41991039,1.49,4.14,6.05,2.04,53.86,2.44,0.3296947145222184,137.7507337657237,60.87434231614463,27.91743557218598,178.2395004272461,182.45599975585935,222125600,188.0555099814985,-0.0028610451445962
2019-06-19,0.32,0.02,-0.6,-0.21,0.16,0.009,-0.119548,2926.46,-0.15,2.03,3.998,1.1214,108.36,1.2625,9283.99,268.99,1.67,62.85,14.33,3.39,4.44,2.4167052,1.53,4.16,6.01,1.96,53.74,2.43,0.3399977687662558,137.76230899821675,59.39134910924423,28.50907107034232,178.37249984741212,182.70699981689447,200708500,187.62411108129143,-0.0052666992398299
2019-06-20,0.89,-0.4,-0.22,-0.11,-0.11,0.009,-0.127023,2954.18,-0.13,2.01,3.916,1.1284,107.52,1.27,9542.6,272.36,1.74,65.44,14.75,3.33,4.39,2.416157,1.58,4.03,5.85,1.91,56.88,2.38,0.3530867919885661,137.77386869496453,61.48377543883304,29.5471776992581,178.582999420166,182.94599975585936,215344200,189.05274269411623,0.0108751666319071
